Experiment;Date;Image;Treatment;endosome size;tubule length
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,22;1,576
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,536;0,388
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,533;1,502
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,528;0,272
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,337;0,695
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,533;0,453
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,272;0,528
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;1,094;1,483
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,388;0,853
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,608;0,43
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,324;1,08
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,921;0,44
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;1,088;0,695
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,725;0,483
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,793;0,868
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,793;1,25
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,506;0,716
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,931;0,624
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,459;0,427
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,43;0,833
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,557;1,391
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,596;1,494
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,596;1,099
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,528;0,43
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,769;0,683
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_1;control;0,868;1,051
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,536;0,456
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,492;0,503
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,43;0,311
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,492;0,417
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,596;0,533
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,567;0,503
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,341;0,427
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,503;1,272
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,624;0,324
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,459;1,099
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,544;1,385
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,741;0,567
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,341;0,477
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,544;0,642
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,918;0,725
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,492;0,533
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,577;0,725
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,754;0,642
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,931;1,25
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,506;0,506
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_2;control;0,931;0,693
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,954;0,695
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,862;1,051
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,574;0,587
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,417;0,43
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,406;0,793
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,483;0,802
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,536;1,281
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,492;0,544
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,16;4,749
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,533;0,931
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,44;0,683
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,506;0,48
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,213;1,024
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,918;1,391
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,456;0,44
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,32;0,373
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,427;0,589
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,477;1,199
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,807;1,026
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,525;0,769
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,596;0,406
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,651;0,272
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,377;0,528
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,888;0,793
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,483;1,451
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,754;1,073
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;1,114;0,908
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,64;0,622
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,754;0,624
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,267;1,441
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,533;0,32
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,544;0,427
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,536;0,589
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,642;0,373
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,66;1,228
1;14.11.2018;RPE_GFP-WDFY2_before_01_visit_4;control;0,868;1,591
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,758;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,875;1,734
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,975;0,813
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,813;0,69
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,424;1,545
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,813;0,625
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;2,146;6,061
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,325;0,529
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;1,041;1,308
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,465;0,488
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,586;0,621
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,875;0,741
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,582;0,524
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;1,09;1,334
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,829;0,67
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;586;1,601
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;1,018;0,509
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;1,242;0,919
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,529;1,081
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;1,244;0,582
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,363;0,509
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,514;0,727
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,514;0,509
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,391;0,514
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,727;0,514
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,371;1,499
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;0,731;0,731
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_1;control;1,383;1,081
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;1,198;0,758
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,623;1,671
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,798;0,536
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;1,027;0,831
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;1,236;0,907
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;1,145;1,004
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,788;1,755
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,885;0,591
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,557;0,726
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,898;0,635
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,885;2,251
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,617;2,758
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,949;0,635
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,793;0,881
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,969;0,688
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,688;0,812
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;1,453;0,92
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,624;0,953
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;1,064;0,71
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,812;0,885
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,793;0,705
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,969;0,868
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,705;1,224
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,793;0,898
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,71;0,872
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,557;1,477
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,623;0,591
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,688;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,973;0,953
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;1,145;1,883
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,985;0,536
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,514;0,705
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,623;1,149
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,591;1,434
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,753;0,394
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,753;0,564
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,617;0,529
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,514;0,71
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,394;0,747
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,798;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,868;0,793
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,71;0,831
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,881;0,591
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;1,004;0,936
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,798;0,474
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_3;control;0,969;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,514;1,057
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;1,149;0,885
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;1,159;0,474
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,564;0,868
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,627;0,726
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,969;1,104
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,881;0,318
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,564;0,798
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,617;0,617
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,953;0,954
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,635;0,688
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,474;0,641
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,635;0,671
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,812;0,753
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,793;0,726
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,617;0,705
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,617;1,321
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,71;0,394
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,635;0,449
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,898;0,363
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,969;0,953
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,514;1,175
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,788;0,953
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,641;0,591
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_4;control;0,617;0,591
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,881;0,352
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,623;0,936
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,352;0,44
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,617;0,474
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,449;0,474
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,671;0,812
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,872;4,257
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,591;0,641
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,881;0,635
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,793;0,617
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,591;1,883
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,753;0,758
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,529;0,394
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,868;0,529
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,671;0,973
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,617;0,44
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,474;0,705
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,907;0,363
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,44;0,688
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,793;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,564;0,557
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,474;0,881
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,793;0,449
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,529;0,44
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,705;0,641
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,529;0,557
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,71;1,075
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,953;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,831;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,474;0,812
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,705;0,557
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,758;0,44
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,591;1,121
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,607;1,393
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,44;0,449
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,872;0,564
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,474;0,758
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,514;1,5
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,474;0,953
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,793;0,529
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,881;0,363
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,145;0,617
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,936;0,872
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,529;0,617
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,969;0,557
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,061;0,374
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,881;0,881
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,529;0,449
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,885;0,92
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,812;0,793
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,004;0,936
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,831;0,973
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,145;0,92
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,623;0,44
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,623;1,466
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,529;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,949;0,831
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,004;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,812;0,881
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,514;0,758
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,788;0,831
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,969;0,705
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,71;0,949
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,753;0,812
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,881;0,907
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,753;0,635
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,71;1,379
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,027;0,758
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;2,436;2,101
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,564;0,836
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,057;1,031
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,969;0,831
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,705;0,514
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,788;0,71
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,004;1,588
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,072;0,529
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,623;0,557
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,617;0,831
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,836;1,227
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,812;0,591
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,71;0,514
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,072;1,075
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,907;0,688
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,617;0,44
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,788;1,662
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,617;1,128
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,44;1,175
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,641;0,557
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,885;1,004
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,617;0,529
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,881;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,868;0,705
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,793;0,623
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;1,064;1,149
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,536;0,591
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,363;0,688
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,641;1,004
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,363;0,881
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,747;0,514
1;14.11.2018;RPE_GFP-WDFY2_after_02_visit_5;control;0,831;0,758
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;1,004;0,758
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,836;0,753
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,591;0,557
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,529;0,474
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,726;0,92
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,71;1,869
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,885;0,753
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,985;0,623
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;1,064;1,149
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,564;0,564
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,812;1,061
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,868;1,466
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;1,044;0,44
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;1,072;1,246
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;1,145;1,309
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,557;0,831
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,747;0,623
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,953;0,881
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;1,063;1,638
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,758;1,568
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,812;2,009
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,44;0,591
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,71;0,536
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,71;0,836
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,536;0,564
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,591;0,671
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,758;1,748
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,798;0,898
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,591;0,907
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;1,104;0,44
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,798;1,252
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,985;1,233
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,885;0,949
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,881;1,061
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,997;1,748
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;1,004;0,936
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,885;0,793
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,758;0,623
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,71;0,71
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,831;0,363
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,529;1,674
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,529;0,536
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,635;0,44
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,557;0,591
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_1;control;0,617;0,812
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_2;control;0,617;0,936
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_2;control;0,557;0,705
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_2;control;0,753;0,536
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_2;control;0,449;0,318
2;15.11.2018;RPE_GFP-WDFY2_after_01_visit_2;control;0,474;0,635
